text,true_label,lr_pred,lr_prob,xgb_pred,xgb_prob,bert_pred,bert_prob,all_agree
 elizabeth warren just won the social media war trump started with her in one brutal post,1,1,0.9478805257174278,1,0.99731964,1,0.999818,True
 howard dean just doubled down on trumps possible cocaine use video,1,1,0.9865622282217501,1,0.9962471,1,0.99886584,True
us treasury nominee says would enforce all russia sanctions,0,0,0.020988243357067636,0,0.0031091636,0,0.0023591241,True
obama says has great confidence that russia was behind hacks,0,0,0.13640800155436014,0,0.015216126,0,0.0023910063,True
trump says we have a great relationship with china after critical tweet,0,0,0.07524003876089885,0,0.036068313,0,0.0013471749,True
 netanyahu says respected western opinion leaders hate the jewish people video,1,1,0.7019681584718785,1,0.93570524,1,0.5168317,True
bernie sues to allow  year olds to vote,1,1,0.5952213740713467,1,0.80487174,0,0.0659705,False
top lawmakers confident in fairness of clinton email probe,0,0,0.04422790613690128,0,0.04319713,0,0.0007123234,True
clinton takes on fbi director in latest email flap,0,0,0.42923384234333944,0,0.307446,0,0.0009343758,True
 teen girl gets murder charges for killing moms abusive boyfriend video,1,1,0.9450761301123213,1,0.98856807,1,0.9981103,True
mccains mad world and the cancer of conflict,1,1,0.5678458140444768,0,0.44293875,1,0.89814675,False
japans struggling opposition democrats pick exforeign minister maehara as leader,0,0,0.012383336539806175,0,0.0070251347,0,0.00027077046,True
republican presidential candidate cruz radical islam behind belgium blasts,0,0,0.36402033753652957,0,0.21326265,0,0.001437823,True
numerous public rapes of teenage girls reported at swedish music festivals rapes at swedish festivals are not really news anymore,1,1,0.7564156807832867,1,0.9987954,1,0.99852544,True
could your mail carrier be throwing your vote away video,1,1,0.92987778215668,1,0.9800868,1,0.999111,True
critics slam proposed south carolina transgender bathroom bill,0,0,0.19701867083297503,0,0.028391413,0,0.020023348,True
 children still displaced from mosul fighting save the children,0,0,0.4703941604413973,0,0.11275035,0,0.001204572,True
us judge declines to say whether turkish trader zarrab will face trial,0,0,0.07799309206746294,0,0.025067216,0,0.18488891,True
obama says he hopes trump sends signals of unity after campaign,0,0,0.09095152946482275,0,0.079159304,0,0.0014278329,True
epa nominee will review vehicle emissions rules,0,0,0.06251813233298874,0,0.07465694,0,0.0026281392,True
factbox the companies making money from illinois unpaid bills,0,0,0.1374211943336532,0,0.009841818,0,0.00048600958,True
 michael moore drops major truth bomb about why trump is selfdestructing,1,1,0.8178670288277143,1,0.5854056,1,0.99948007,True
factbox germans have two ballots in complex election system,0,0,0.03176548015431547,0,0.011388687,0,0.00023923276,True
video ice director agents could be fired if they dont enforce obamas lawless immigration policy,1,1,0.9481709432754426,1,0.9983506,1,0.99812,True
vanguard ceo encouraged by efforts to revise retirement advice rule,0,0,0.16697349041938184,0,0.051017504,0,0.0030147517,True
video denzel washington gives godcentered commencement speech on same day as michelle obamas hateful racist rant to grads,1,1,0.9897860076575437,1,0.99998546,1,0.9997955,True
 report melania and barron trump will not be moving into the white house,1,0,0.39040015737371586,0,0.37655416,1,0.9994617,False
florida supreme court strikes down new death penalty law,0,0,0.1961992602913537,0,0.041161,0,0.016793642,True
how trump just answered this one question could sink his campaign with conservatives video,1,1,0.9972642164470812,1,0.99246395,1,0.9963558,True
republican presidential candidate cruz proposes military boost,0,0,0.056277532789271306,0,0.029582825,0,0.0016106794,True
in slap at romney trump says he wants hatch to run for reelection,0,0,0.10060750009163748,0,0.060573373,0,0.021800168,True
 racists explode as death of bundy militant blamed on jews and white oppression images,1,1,0.8991760316550232,1,0.9933663,1,0.9997012,True
trump dismays angers allies by abandoning global climate pact,0,0,0.1903432770486374,0,0.08094964,0,0.0057469727,True
 watch rubio uses canadian city in its morning again in america ad,1,1,0.9774924735061394,1,0.99602973,1,0.96678203,True
white house to democratic leaders stop the political grandstanding,0,0,0.07969966576958008,0,0.052301597,0,0.0015808977,True
mexican illegal alien deported  times arrested for raping  yr old girl in kansas,1,1,0.9065196417415926,1,0.7469061,1,0.99860007,True
judge jeanine delivers epic hillary slap down i dont consider myself deplorablebut since you started it hillary lets have at it video,1,1,0.9965896462692669,1,0.99983585,1,0.9997292,True
trump says chinese envoy to north korea appeared to have no impact twitter,0,0,0.005309802772880048,0,0.05834259,0,0.0013694129,True
mattis praises philippine army on winning fight in marawi without rights abuse,0,0,0.053085171956872575,0,0.3746366,0,0.00043865608,True
arsonists attack building used by controversial russian director,0,0,0.3988597501804081,0,0.15836541,0,0.038646013,True
the las vegas mass shooting  more to the story than weve been told,1,1,0.8587313968798762,0,0.43801242,1,0.9883146,False
trump apologizes for lewd comments but calls footage a distraction,0,0,0.16796645705590996,0,0.12926571,0,0.003150325,True
 wh staffer explains trumps calm before the storm comment proves he shouldnt be potus video,1,1,0.9632903218018315,1,0.9991775,1,0.90119445,True
white house plans directive targeting conflict minerals rule sources,0,0,0.060516631380066736,0,0.0086074015,0,0.0010172806,True
ousted pakistani prime minister nawaz sharif returns to face trial,0,0,0.08448850639752777,0,0.023939235,0,0.0003931749,True
clinton would use executive action to end tax loophole usa today,0,0,0.3661980708351111,0,0.031035414,0,0.011302351,True
 cnn analyst white militia are not a threat because they are not looting anything video,1,1,0.962288416222555,1,0.9962807,1,0.98809576,True
russian teenager handed jail sentence in norway explosives case,0,0,0.33993373157979273,0,0.059221294,0,0.0005184957,True
factbox trump on twitter aug   debt ceiling fake news mitch mcconnell hurricane harvey,0,0,0.18542750995761206,1,0.6684084,0,0.00042666253,False
obama us southeast asia can advance shared vision on maritime disputes,0,0,0.20694578077674655,0,0.2521466,0,0.0016821712,True
 members of intel committee say russia scandal could result in jail time,1,0,0.3974400033273347,0,0.11874088,0,0.0026295108,True
after islamic state ruined raqqa fears new strife,0,0,0.05556681024116814,0,0.025309324,0,0.00062735064,True
trump wins scottish golf course privacy rights case,0,0,0.2806736823997976,0,0.030890593,0,0.00073398364,True
cops ask mayor to remove black lives matter banner hanging at city hallhis response is astounding,1,1,0.918198331087451,1,0.99707544,1,0.99947625,True
wow haleys comet just collided with hypocritical antiisrael terrornation supporting unand the results were spectacular video,1,1,0.996179544258083,1,0.99957675,1,0.99984,True
 republicans just added what they hated the most about obamacare to their bill,1,1,0.8657570560468866,1,0.96855015,1,0.99974555,True
germanys schulz calls trump unamerican warns against lifting russia sanctions,0,0,0.05575710392001486,0,0.12051603,0,0.0004985411,True
busted trump lawyer nails comey on a big lie while under oath video,1,1,0.9678407160603881,1,0.9987953,1,0.98743886,True
 nsa contractor arrested for leaking classified documents on russian hacking to the media,1,1,0.5498796489596366,1,0.8241303,1,0.9732703,True
video detroit woman kills best friend over  presidential race argumentmedia refuses to say killer supported obama,1,1,0.8887892699486197,1,0.9966491,1,0.998892,True
 seriously male news anchor forces female meteorologist to cover up her dress on air video,1,1,0.9623071731817568,1,0.9942047,1,0.9997342,True
eu and us seek trade deal this year knowing large hurdles remain,0,0,0.031419578428521014,0,0.0029986694,0,0.0044104084,True
christine keeler woman at the centre of britains biggest sex scandal dies,0,0,0.47465038371576107,0,0.33728492,0,0.045392577,True
 trump team getting approval on white nationalist nominees from the worst lying troll on the web,1,1,0.7408851507138934,1,0.9860351,1,0.9997918,True
catalan secessionists mull snap election as madrid hangs tough,0,0,0.06579648854283476,0,0.08599117,0,0.00025135616,True
 tina fey skewers trump for being a chump who cant muster the dignity of a seventh grader,1,1,0.5020201022920331,1,0.9942794,1,0.99936956,True
busted ohio attorney general discovers illegal alien voterscalls for full investigation video,1,1,0.9812326045408123,1,0.9998803,1,0.9996675,True
socialist bernie sanders praises castro video,1,1,0.9764953512896176,1,0.9982157,0,0.012057573,False
kenyan opposition leader odinga who withdrew from vote rerun calls for protests,0,0,0.03554424692670753,0,0.069096595,0,0.00017337114,True
soyinka shreds us greencard in anger over trump victory,0,0,0.415235650308833,0,0.1311376,0,0.014383647,True
in your face obama launches new refugeeswelcome twitter campaign on twitter,1,1,0.6147416512419286,0,0.44003755,0,0.22840746,False
frances macron says eu all united on brexit talks,0,0,0.004990025937031721,0,0.0015289701,0,0.00016808347,True
 rick snyder drinks flint water to prove it is safe rachel maddow gives him bad news video,1,1,0.9829692110975253,1,0.9996201,1,0.99983585,True
 year old man writes must read letter to rnc to explain why hes voting for trump,1,1,0.9541686150455775,1,0.9867365,1,0.99911994,True
spy plane contract to be awarded in fiscal  us air force,0,0,0.2687158449025667,0,0.16229191,0,0.12143884,True
ousted catalan president says stands ready to cooperate with belgian authorities,0,0,0.06109867483798652,0,0.021386959,0,0.00023810929,True
chicago mayor unveils gimmickfree budget for fy ,0,0,0.17573329402529933,0,0.040505964,0,0.0021909652,True
 arizona republicans vote against airplane seat comfort hilariously bites him in the ass image,1,1,0.8112488058386909,1,0.98424363,1,0.99980944,True
russian warships dock in philippines as manila cultivates new ties,0,0,0.1531146417709047,0,0.054040883,0,0.0021629548,True
why isnt this news three black men are taken alive after shooting up school bus with children inside,1,1,0.9460473613267821,1,0.99837863,1,0.9998299,True
tough reality check for trumps pledge of better heartland jobs wages,0,1,0.600407513448384,1,0.66241324,0,0.052086584,False
 watch trump loves the gop healthcare bill but kellyanne conway doesnt want his name on it,1,1,0.9942380231734171,1,0.99969494,1,0.99973315,True
 breaking melania trump may have lied that shes never been married,1,1,0.9716078631423077,1,0.9907212,1,0.99968886,True
 donald trump hints that he might decide not to serve if elected,1,1,0.7240443851860202,1,0.77927506,0,0.2901542,False
brazils president to begin cabinet reshuffle press office,0,0,0.31572314362442405,0,0.06840191,0,0.00021978315,True
 obama has a powerful message for democrats in despair about trump win video,1,1,0.9693036204413884,1,0.9937298,0,0.09897001,False
naked trump statues draw dozens of onlookers in us cities,0,0,0.4123792536186636,0,0.13884042,0,0.04107973,True
 trumploving santa removed from mall after trashtalking hillary clinton to kids video,1,1,0.9858566036173125,1,0.9989526,1,0.99895835,True
day  results of wisconsin recount are inand hillarys not gonna like it,1,1,0.9337478868632655,1,0.64881325,1,0.9513984,True
tillerson choice raises questions of corporate vs national interest,0,0,0.17593972039069009,0,0.09099871,0,0.0032563477,True
 trump camp adviser drops stunning revelation  heres why the rnc suddenly went prorussia,1,1,0.8673021355320663,1,0.99132854,1,0.9998142,True
 trumps former accountant breaks silence to shut down trumps tax lies video,1,1,0.9808986116179403,1,0.9978257,0,0.10333749,False
 minutes  report could incriminate saudi arabia with these details,1,1,0.6604494067504363,0,0.10524376,0,0.101373725,False
from new tax office catalonia hopes to grab billions from madrid,0,0,0.1353803827386177,0,0.011372372,0,0.00020224068,True
false flag attack against cuba a plan hatched by the pentagon,1,0,0.18211670215671408,0,0.35892683,0,0.12087112,True
hyatt heir pritzker opens democratic bid to unseat illinois governor,0,0,0.03186686584152973,0,0.067281604,0,0.0031315591,True
without coal this state is nothingwest virginia coal miners speak outsupport trump,1,0,0.19868514328441197,1,0.6929039,0,0.19289573,False
one in five indonesian students support islamic caliphate survey,0,0,0.15965717493954848,0,0.07182551,0,0.0004014958,True
greek police raids find explosives nine held over links to banned turkish group,0,0,0.1076662465195038,0,0.31855974,0,0.0002561827,True
watch hillary clintons long lost cringe inducing spoof of forrest gump video,1,1,0.993381181744799,1,0.9991456,1,0.9987748,True
us lawmakers want documents on russia election probe,0,0,0.04882842670937919,0,0.0059483307,0,0.008072026,True
minnesota governor dayton released from hospital after fainting,0,0,0.23354140330345233,0,0.053660315,0,0.00432476,True
public housing residents getting free cars in government programwheres my car video,1,1,0.914094796104921,1,0.99291444,1,0.9615947,True
 watch trump just accidentally admitted he still believes obama was born in kenya,1,1,0.9747443950427629,1,0.99851614,1,0.99946517,True
iraqi pm says will not wait forever to take action on border areas,0,0,0.029174644848614376,0,0.007272373,0,0.0003364532,True
timeline from tvs to microwaves white house tries to explain wiretapping charge,0,0,0.26018451375551016,0,0.41796276,0,0.1927381,True
confident trump says could shoot somebody and not lose voters,0,0,0.08974711039459081,0,0.015454909,0,0.0037652028,True
eight kenyan schoolgirls die in dormitory blaze government,0,0,0.18249009133370075,0,0.088996775,0,0.00019383576,True
ukraines tymoshenko expects fair us ruling after manafort indicted,0,0,0.07629192649146097,0,0.047958117,0,0.00088102714,True
unbelievable students succeed in removing us border patrol agents from career fair concerned they wont make illegal students feel welcome,1,1,0.7838778046897636,1,0.9970993,1,0.9998572,True
is this why hillary has become unhinged perjury charge the least of clintons problems video,1,1,0.9886190759008664,1,0.997658,1,0.999005,True
lebanese sunni politician warns of arab sanctions over hezbollah,0,0,0.08664041835968615,0,0.03566838,0,0.00043315123,True
liberal imperium quigleys angloamerican establishment  jay dyer half,1,1,0.7207745860390175,0,0.32876316,0,0.0044172774,False
 trumps pick to head cia is a tea party loon who supports torture wants conflict with iran,1,0,0.3892284849304834,1,0.9895517,1,0.70041156,False
michael bloomberg may launch independent us presidential bid source,0,0,0.06312937754563587,0,0.008603338,0,0.0017687028,True
smoking stolen gunwife of keith scott he kicked me and threaten to kill us last night with his gun video,1,1,0.9831945870003438,1,0.9995907,1,0.99986434,True
us justice dept seeks to scale back scope of warrant on antitrump site,0,0,0.20648609408797985,0,0.11240841,0,0.00966508,True
judge tells extrump adviser manafort to stop communicating with media,0,0,0.19838251312779429,0,0.035802778,0,0.0007599805,True
beware the united nations push for global governance for the good of the planet,1,0,0.48637864283884474,1,0.8817828,1,0.9986456,False
tillerson calls mexico longstanding friend of united states,0,0,0.1390470466364907,0,0.026490089,0,0.00084613747,True
this is okay loudmouth entertainer who got milo kicked off twitter if i see another yearold white woman from williamsburg saying black lives matter im going to punch you in the mouth,1,1,0.9793003496210785,1,0.9991954,1,0.99986947,True
 alec baldwin nails trumps grab them by the pssy fauxpology and its perfect video,1,1,0.9857064273264453,1,0.99864703,1,0.9998254,True
 virginia republicans want to verify kids genitals before they use school bathrooms,1,1,0.7519538278083479,1,0.9460219,1,0.997785,True
us treasurys mnuchin urges congress to lift debt limit before recess,0,0,0.04032669833437311,0,0.021011319,0,0.000518914,True
britain to pay  millionpound debt to iran soon iranian envoy says,0,0,0.022133639390114593,0,0.01732052,0,0.00022314471,True
trump says considering having both powell and taylor serve at fed,0,0,0.10090935847345445,0,0.021267233,0,0.0019143824,True
 the internet just tore trump apart after he doubled down on racist john lewis attacks tweets,1,1,0.9914408533487999,1,0.999964,1,0.9998466,True
 derby event asks crowd to stand for confederate flag forcing police officer to sit during national anthem,1,1,0.8980479880628774,1,0.99303037,1,0.9997038,True
kushner cos says to skip china marketing push this weekend,0,0,0.027739368671717595,0,0.0023755436,0,0.0013240285,True
melania and ivanka shine steal the show at g summitlefty media questions ivankas role as surrogate,1,1,0.6108881486782163,1,0.9850589,1,0.8524588,True
germanys christmas markets open under tight security a year after attack,0,0,0.19088469176694647,0,0.13802862,0,0.00070474873,True
 whoa steve bannon tricked trump into handing him an insane amount of power,1,1,0.7086559500449386,1,0.95457286,1,0.9997675,True
 putin just spit in americas face and trump thanked him for it details,1,1,0.9589323438450913,1,0.9913571,1,0.99688065,True
trump administration to propose dramatic reductions in foreign aid,0,0,0.09380644841695593,0,0.06049998,0,0.004615159,True
kenya vote delayed to october  in four counties commission,0,0,0.08861395612073325,0,0.071363054,0,0.00016729455,True
the view dingbats descend on faux conservative host after she calls comey a coward video,1,1,0.9361974778039829,1,0.9962896,1,0.9991379,True
bundy son and ranchers post videos on facebook speak out against lies on social media explain why theyre fighting tyrannical government,1,1,0.8164804496684335,1,0.99855727,1,0.9997954,True
romney potential us secretary of state hails trump after dinner,0,0,0.2078401083640324,0,0.118754864,0,0.006615114,True
for stormravaged houston a presidential visit and baseballs return,0,0,0.06533672809846208,0,0.03742308,0,0.0402216,True
 report scalias death was as natural as the love between two men,1,1,0.679983787664127,0,0.27835023,0,0.48141694,False
 trumps campaign ceo literally ordered his minions to destroy paul ryan months ago,1,1,0.9145453816079651,1,0.97058535,1,0.9998085,True
 woman who wants to control texas education thinks preschool makes kids gay image,1,1,0.9668936637881231,1,0.9797422,1,0.9979327,True
brazil court freezes exleader rousseffs assets over  refinery deal,0,0,0.0671388233465685,0,0.022601169,0,0.00020927262,True
senate plan delays corporate tax cut wont repeal obamacare mandate senator,0,0,0.03293208116832231,0,0.020094471,0,0.0008096653,True
 marco rubio seems to think harming hillary clinton is a funny idea video,1,1,0.9930511462222634,1,0.9932933,1,0.9996655,True
missouri democrats filibuster proposed gay discrimination amendment,0,1,0.6315951915346845,0,0.26381147,0,0.010384157,False
zing sarah sanders calls out sen bob corker for grandstanding video,1,1,0.8605622596733494,1,0.98355985,1,0.73110205,True
awesome president trump gives fatherly advice about the road of life to ucla basketball players,1,1,0.8723754993856044,1,0.99696094,1,0.9996517,True
trump vows to broker israelipalestinian peace offers no new policies,0,0,0.056370439060060056,0,0.042290308,0,0.0034399652,True
local anchor gets real clinton presidency should freak people out will hurt north dakota economy,1,1,0.6170777226044359,1,0.9107562,1,0.99914396,True
facebook twitter support apple on encryption dispute with fbi,0,0,0.4199209094834054,0,0.13216299,0,0.0014164952,True
trump congratulates democrat for alabama us senate victory in tweet,0,0,0.4368091675515686,0,0.15662275,0,0.0029490315,True
california judge questions trumps sanctuary city order,0,0,0.19667641499951133,0,0.03927561,0,0.0015828513,True
russia shrugs off sessions uproar says has daily contacts with us partners,0,0,0.05507792430937104,0,0.027804896,0,0.00066547014,True
after us veto un general assembly to meet on jerusalem status,0,0,0.05485777244603988,0,0.056676064,0,0.008169291,True
venezuelas maduro says government wins  percent of mayorships,0,0,0.03263878624911928,0,0.013101115,0,0.00022528291,True
is london about to elect its first muslim mayor video,1,1,0.9719349281939818,1,0.9930841,1,0.9940812,True
womans murder prompts mass eviction of syrians from lebanese town,0,0,0.3427729040873556,0,0.104133785,0,0.0025253175,True
zimbabwe opposition wants inclusive political process after military intervention,0,0,0.06404579980594964,0,0.017331382,0,0.00019633312,True
trump says us considering global trade embargo on north korea tweet,0,0,0.02088230715673736,0,0.00404697,0,0.0035568262,True
 remember when bernie sanders was literally slapped in the face by the establishment video,1,1,0.9929717902619489,1,0.9994797,1,0.99985707,True
catalonias puigdemont to see lawyers in brussels vrt media,0,0,0.2657228589016815,0,0.071363054,0,0.00017322904,True
watch cnn host freak after onair factcheck proves all  of hillarys mobile devices destroyed with hammers video,1,1,0.996323562271124,1,0.9999888,1,0.99933165,True
factbox scaramuccis financial potpourri  baseball movies diet shakes,0,0,0.11045841776452973,0,0.004984187,0,0.00032053256,True
 undeterred by threats of gop obstruction obama interviews supreme court candidates,1,1,0.9082426258251141,1,0.9398852,0,0.017014379,False
sunnistan us and allied safe zone plan to take territorial booty in northern syria,1,0,0.18529162816917863,1,0.66345805,1,0.93470186,False
wake up america caterpillar just screwed over american workers just like disney and tech companies video,1,1,0.9981807575375026,1,0.9994667,1,0.9998386,True
michelle obama breaks church rules wearing revealing top into siena cathedral,1,1,0.7858477446608765,1,0.58374524,1,0.6109161,True
palestinian reconciliation spells cheaper prices for gaza consumers,0,0,0.17171854714709667,0,0.05983684,0,0.00052583596,True
qatar must protect workers from lethal heat rights group says,0,0,0.05967790728169073,0,0.0049038394,0,0.00033912004,True
dc womens march aftermath streets littered with trash,1,1,0.5405668934702601,0,0.071363054,0,0.24611211,False
trump hustled off stage in nevada by security agents,0,0,0.456848964787835,0,0.1317903,0,0.07047293,True
russia may send more iskander missiles to kaliningrad after us moves ria cites senior mp,0,0,0.07189531025066105,1,0.8838432,0,0.0065872753,False
 just in republicans in florida are giving one presidential candidate a pretty big lead already video,1,1,0.9851371521252802,1,0.99851304,1,0.99971765,True
obama turns focus to us congress as he campaigns for clinton,0,0,0.22588449949537254,0,0.21166226,0,0.0055530807,True
israeli air strike hits near syrias homs,0,0,0.0794329292872951,0,0.1959394,0,0.0015002162,True
dear mr trumpnbc uses kids to make stunning antitrump propaganda videoprepare to be shocked,1,1,0.9482667293947326,1,0.9910869,1,0.99983454,True
list of  mayors in us cities who have asked obama for more refugees,1,1,0.7421567610439542,1,0.57213223,1,0.9686433,True
fake news week truth war propaganda cia and media manipulation,1,1,0.9164306688233611,1,0.7166968,1,0.83954513,True
kremlin says putin ready to welcome any us candidate keen to mend ties,0,0,0.05590828886319739,0,0.058044963,0,0.00787433,True
hariri tells lebanese president will be in lebanon wednesday aoun,0,0,0.13274390794403426,0,0.071758024,0,0.0006679886,True
greek courts rejection of asylum appeals sets bad precedent amnesty,0,0,0.20306827625964458,0,0.15193446,0,0.0003130259,True
video key clinton state dept employee blocked release of politically sensitive documents,1,1,0.8294192199506809,1,0.98742723,0,0.11065215,False
north korea images suggest missile capable of hitting all america us experts,0,0,0.4136563037954864,1,0.5131288,0,0.3184829,False
patrick henningsen live with guest sean stone  project for a new global government,1,1,0.8499243758281573,1,0.8816319,1,0.7728303,True
senator collins to say friday if she will run for maine governor,0,0,0.09535416425528766,0,0.0745386,0,0.002512779,True
ca fire update jesus fabian gonzalez arrested for suspicion of arson in sanctuary county after hes caught walking away from fire with lighter in pocket,1,1,0.8257211481025518,1,0.9988839,1,0.99982315,True
canadas immigration website crashes after trump pulls ahead,1,0,0.14410226090972883,0,0.034157746,0,0.0005750667,True
obama to announce supreme court nominee,0,0,0.19816045111714908,0,0.25569433,0,0.001586,True
trump wants moderator free debate with hillary,1,1,0.9074024442481804,1,0.8772001,0,0.0024598858,False
cbs  minutes withheld trumps appeal to stop attacking minorities and ignored reports of attacks on trump supporters,1,1,0.671350108465877,1,0.99150616,1,0.9977506,True
senior us legal official meeting uk leaders to tackle online security issues,0,0,0.02018087482336918,0,0.049701072,0,0.008709354,True
eu more willing to consider new members in balkans eu commissioner,0,0,0.06342917770443811,0,0.066215016,0,0.00029959093,True
swiss french police team up for counterterrorism raids,0,0,0.0948706183506268,0,0.029625691,0,0.00062514865,True
 he has had it former cia director just quit the trump transition team,1,1,0.736186123850918,1,0.9869162,1,0.9983614,True
explained the wests ngo human rights scam,1,0,0.361542099411766,0,0.044713233,1,0.99134046,False
climate change should not be partisan issue kerry says,0,0,0.11592815693554392,0,0.01445497,0,0.001965711,True
we have the tap turkeys erdogan threatens oil flow from iraqs kurdish area,0,0,0.08624931472749113,0,0.27294207,0,0.00094773824,True
democrats eye gains in pennsylvania trial on goofy gerrymandering,0,0,0.08516080126102461,0,0.10186784,0,0.0027514033,True
video hillary clinton religious beliefs must be changed to accommodate abortion,1,1,0.9749978102337065,1,0.9896215,1,0.89033747,True
 trump stooge devin nunes hands investigation to others as ethics committee investigates him,1,0,0.4926759336701304,1,0.9223782,1,0.60676557,False
breaking trumps travel ban halt upheld by th circuit court,1,1,0.6252641780554199,1,0.891596,0,0.115815416,False
us iran discuss fulfilling nuclear deal pledges to tehran,0,0,0.05684544500940488,0,0.010058235,0,0.004348621,True
powerful hurricanes to fuel demands from island nations at climate talks,0,0,0.17789722679639314,0,0.25932014,0,0.0011318938,True
mattis praises chinas efforts on north korea dials up pressure on south china sea,0,0,0.005832978466808442,0,0.00043728668,0,0.00051661854,True
democrat underbelly exposed outofcontrol violence eruptsantitrump rioters deliver on threat to turn up heat shut down free speech video,1,1,0.9529770263436107,1,0.9994646,1,0.9967006,True
us monitoring sanctions regime in response to myanmar situation official,0,0,0.10156974101975998,0,0.024103645,0,0.002838019,True
 trump brings us dangerously close to staterun media before his administration is even chosen,1,0,0.37794378017469116,1,0.9795929,1,0.99832624,False
mccain presses us air force pentagon over russian engines,0,0,0.2042582348855384,0,0.055781033,0,0.02439936,True
us france urge russia to deliver assad delegation to syria peace talks,0,0,0.022353616438024734,0,0.010548578,0,0.008817012,True
trump camp has brilliant proposal that would help pay for the wall with mexicothis keeps getting better and better,1,1,0.6098562421589176,1,0.9963146,1,0.99961734,True
 donald trump even stole the cake design from obamas  inauguration tweets,1,1,0.984392777203666,1,0.97350097,1,0.9980507,True
 gop official was just emotional when he said clinton should be hanging from a tree,1,1,0.9133372867589113,1,0.9973807,1,0.9995832,True
alabama supreme court allows impeachment of governor to proceed,0,0,0.2029680838424299,0,0.043070346,0,0.008186194,True
australia kicks off weekslong samesex marriage ballot,0,0,0.1716762199922018,0,0.050443534,0,0.00025733426,True
 trump explodes over protests for his obamacare repeal whoopi goldbergs response is amazing video,1,1,0.9036638593300594,1,0.9959972,1,0.997973,True
just in former nbc news anchor tom brokaw tells morning joe hacks were at war with trumpand fox news is on a jihad video,1,1,0.9909461153313945,1,0.99982005,1,0.99985814,True
in us presidential first trump prays at jerusalems western wall,0,0,0.16716526112346727,0,0.2075378,0,0.03786036,True
 watch joy reid has perfect response to melania trumps plagiarized speech,1,1,0.9451994386043517,1,0.9924452,1,0.99955934,True
frances macron firms up bounce in opinion polls,0,0,0.12592234117076223,0,0.08498226,0,0.00023308495,True
 watch unfortunate bug lands in trumps hair during rally cant seem to escape,1,1,0.8612593930708008,1,0.9810767,1,0.98973405,True
sickening reason cophating racist ers qb colin kaepernick just announced hell now stand for national anthem,1,1,0.9772811463027277,1,0.9996669,1,0.9998629,True
trump to make day trip to washington during his vacation white house,0,0,0.3691679745888274,0,0.1073778,0,0.001957409,True
 newt gingrich puts the weirdest spin on trumps incessant shallow tweeting,1,1,0.8092371790390444,0,0.44692218,1,0.9992235,False
house ethics panel investigating allegations against us rep conyers,0,0,0.10946508807901521,0,0.016275369,0,0.016282517,True
brexit bill gives uk ministers excessively wide powers parliament committee says,0,0,0.01400202562285711,0,0.0097483,0,0.00018786387,True
exclusive japan to delay multibillion dollar fighter jet development  sources,0,0,0.06378418028003142,0,0.00844583,0,0.0003949738,True
factbox sweeping us doddfrank financial law created new agencies rules,0,0,0.03440568869363382,0,0.007044133,0,0.00038696954,True
factbox critics lament trump climate move supporters seek new deal,0,0,0.04581112614868122,0,0.0017466105,0,0.0003541955,True
 legally blind patriots may freely carry guns in this southern state,1,1,0.589361652003574,0,0.18273573,1,0.9996284,False
japan court sentences us base worker to life for rape murder nhk,0,0,0.1922287742325172,0,0.4245939,0,0.0029503745,True
benghazi survivor on hillary clinton i dont think she has a soul,1,1,0.9293487127038705,1,0.905869,1,0.55516964,True
jimmy kimmel asks people on the street about obamas supreme court nominee video,1,1,0.8648863994697744,1,0.9957086,1,0.9771211,True
judicial watch email release shows huma was asked to plan healthy hillarys funeral,1,1,0.884516477121357,1,0.9966696,1,0.8720035,True
ukraine agrees to sign eu summit declaration officials,0,0,0.0187202666022372,0,0.010414082,0,0.00018995436,True
blacklivesmatter terrorists using blackrail on twitter to organize shut down of rail before mn vikings game,1,1,0.936400614169099,1,0.998256,1,0.99911636,True
caught on tape rnc committeeman urges republicans to rally against trump video,1,1,0.9258792437683525,1,0.9947865,0,0.08494471,False
muslim activists launch voter registration drive as they know  election will decide americas future,1,0,0.4613665289452085,1,0.9838982,1,0.9907116,False
exclusive clinton ally warren weighs potential vp role sees hurdles  sources,0,0,0.02643859820050296,0,0.043485597,0,0.0006500708,True
russia says us ukraine reject its un proposal for eastern ukraine tass,0,0,0.012822199796833012,0,0.022198455,0,0.0008563591,True
 watch cnn host calls out house republicans for refusing to declare war on isis,1,1,0.9041175695451144,1,0.9909507,1,0.99966455,True
obama pick to lead us military in africa favors powers to strike islamic state,0,0,0.06640302224770414,0,0.14863847,0,0.0004060465,True
trump vows crackdown on immigrants who overstay visas if elected,0,0,0.10975622780004224,0,0.06528589,0,0.0019378583,True
restoring legality in catalonia is spanish government priority pm rajoy,0,0,0.05923988148141825,0,0.020581681,0,0.00030804749,True
 watch protesters behead effigy of donald trump kick his severed head,1,1,0.9583865403318753,1,0.9959876,1,0.9745171,True
over  million in thai bank shares transferred on behalf of king sec,0,0,0.14819984660914196,0,0.4777031,0,0.0013051082,True
 obamas response to yearold girl in flint should give us all hope video,1,1,0.9942909651346101,1,0.9956689,1,0.71374416,True
wow dnc will keep dirty harveys money to fund future democrat campaigns,1,1,0.9144913228405757,1,0.8212331,1,0.99939704,True
 gop congressmen storm out of meeting when fellow republican bashes homosexuality,1,1,0.7119019524836523,1,0.9557896,1,0.9465799,True
